station,YYYY-MM-DD,daily_rain,daily_rain_source,max_temp,max_temp_source,min_temp,min_temp_source,vp,vp_source,evap_pan,evap_pan_source,evap_syn,evap_syn_source,evap_comb,evap_comb_source,radiation,radiation_source,rh_tmax,rh_tmax_source,rh_tmin,rh_tmin_source,et_short_crop,et_short_crop_source,et_tall_crop,et_tall_crop_source,et_morton_wet,et_morton_wet_source,metadata
33013,2009-09-01,    0.0,0, 28.9,0, 18.2,0, 21.2,0,  4.4,0,  4.4,26,  4.4,0, 15.8,25, 53.2,26,100.0,26,  3.6,26,  4.5,26, 4.0,26,""
33013,2009-09-02,    0.0,0, 32.0,0, 17.8,0, 22.2,0,  4.0,0,  4.4,26,  4.0,0, 13.6,25, 46.7,26,100.0,26,  3.7,26,  4.8,26, 3.8,26,""
33013,2009-09-03,    0.2,0, 29.5,0, 18.3,0, 19.6,0,  4.8,0,  5.1,26,  4.8,0, 19.9,25, 47.5,26, 93.2,26,  4.4,26,  5.5,26, 4.9,26,""
33013,2009-09-04,    0.0,0, 29.6,0, 12.6,0, 16.3,0,  4.2,0,  5.4,26,  4.2,0, 21.3,25, 39.3,26,100.0,26,  4.5,26,  5.8,26, 4.8,26,""
33013,2009-09-05,    0.0,0, 32.5,0, 15.6,0, 21.0,0,  4.6,0,  5.5,26,  4.6,0, 21.1,25, 42.9,26,100.0,26,  4.7,26,  5.9,26, 5.3,26,""
33013,2009-09-06,    0.0,0, 33.2,0, 16.5,0, 22.7,0,  4.6,0,  5.6,26,  4.6,0, 21.5,25, 44.6,26,100.0,26,  4.8,26,  5.9,26, 5.5,26,""
33013,2009-09-07,    0.0,0, 31.8,0, 18.1,0, 20.8,0,  5.0,0,  5.4,26,  5.0,0, 20.6,25, 44.2,26,100.0,26,  4.7,26,  6.0,26, 5.2,26,""
33013,2009-09-08,    0.0,0, 31.2,0, 19.2,0, 22.7,0,  4.4,0,  5.0,26,  4.4,0, 18.5,25, 50.0,26,100.0,26,  4.3,26,  5.3,26, 4.9,26,""
33013,2009-09-09,    0.0,0, 30.5,0, 10.4,0,  3.5,0,  5.6,0,  7.0,26,  5.6,0, 25.1,25,  8.0,26, 27.8,26,  6.2,26,  9.0,26, 5.1,26,""
33013,2009-09-10,    0.0,0, 31.6,0,  9.9,0, 11.7,0,  6.0,0,  6.5,26,  6.0,0, 24.8,25, 25.2,26, 96.0,26,  5.6,26,  7.6,26, 5.5,26,""
33013,2009-09-11,    0.0,0, 32.0,0, 11.5,0, 16.8,0,  5.4,0,  6.1,26,  5.4,0, 24.3,25, 35.3,26,100.0,26,  5.2,26,  6.7,26, 5.7,26,""
33013,2009-09-12,    0.0,0, 29.6,0, 12.6,0, 16.3,0,  6.0,0,  5.6,26,  6.0,0, 22.2,25, 39.3,26,100.0,26,  4.7,26,  5.9,26, 5.1,26,""
33013,2009-09-13,    0.0,0, 29.0,0, 14.8,0, 15.0,0,  6.2,0,  5.0,26,  6.2,0, 17.6,25, 37.5,26, 89.2,26,  4.4,26,  5.8,26, 4.1,26,""
33013,2009-09-14,    0.0,0, 31.1,0, 12.7,0, 16.8,0,  4.2,0,  5.9,26,  4.2,0, 23.3,25, 37.2,26,100.0,26,  5.0,26,  6.4,26, 5.4,26,""
33013,2009-09-15,    0.0,0, 30.9,0, 13.8,0, 21.0,0,  5.4,0,  5.7,26,  5.4,0, 24.0,25, 47.0,26,100.0,26,  4.7,26,  5.6,26, 5.9,26,""
33013,2009-09-16,    0.0,0, 30.7,0, 12.0,0, 17.3,0,  5.6,0,  5.9,26,  5.6,0, 24.5,25, 39.2,26,100.0,26,  5.0,26,  6.3,26, 5.7,26,""
33013,2009-09-17,    0.0,0, 32.0,0, 12.8,0, 17.5,0,  5.6,0,  5.8,26,  5.6,0, 21.8,25, 36.8,26,100.0,26,  5.0,26,  6.4,26, 5.2,26,""
33013,2009-09-18,    0.0,0, 31.5,0, 16.2,0, 14.0,0,  5.4,0,  6.5,26,  5.4,0, 25.3,25, 30.3,26, 76.1,26,  5.8,26,  7.7,26, 6.1,26,""
33013,2009-09-19,    0.0,0, 32.0,0, 12.6,0, 16.3,0,  6.0,0,  6.2,26,  6.0,0, 24.7,25, 34.3,26,100.0,26,  5.4,26,  7.0,26, 5.8,26,""
33013,2009-09-20,    0.0,0, 33.8,0, 13.3,0, 18.7,0,  5.8,0,  6.4,26,  5.8,0, 24.8,25, 35.5,26,100.0,26,  5.6,26,  7.1,26, 6.1,26,""
33013,2009-09-21,    0.0,0, 33.8,0, 15.6,0, 19.9,0,  6.4,0,  6.3,26,  6.4,0, 25.0,25, 37.8,26,100.0,26,  5.7,26,  7.1,26, 6.3,26,""
33013,2009-09-22,    0.0,0, 31.1,0, 14.3,0, 19.4,0,  6.0,0,  5.8,26,  6.0,0, 23.9,25, 42.9,26,100.0,26,  5.0,26,  6.1,26, 5.8,26,""
33013,2009-09-23,    0.0,0, 35.4,0, 19.5,0, 22.0,0,  7.4,0,  6.3,26,  7.4,0, 23.3,25, 38.3,26, 97.1,26,  5.8,26,  7.4,26, 6.3,26,""
33013,2009-09-24,    0.0,0, 32.0,0, 12.9,0,  5.8,0,  7.6,0,  7.1,26,  7.6,0, 25.6,25, 12.2,26, 39.0,26,  6.5,26,  9.2,26, 5.6,26,""
33013,2009-09-25,    0.0,0, 32.0,0,  9.8,0, 12.9,0,  6.8,0,  6.6,26,  6.8,0, 25.9,25, 27.1,26,100.0,26,  5.8,26,  7.7,26, 5.8,26,""
33013,2009-09-26,    0.0,0, 34.0,0, 12.5,0, 15.9,0,  5.8,0,  6.6,26,  5.8,0, 24.9,25, 29.9,26,100.0,26,  5.9,26,  7.7,26, 6.0,26,""
33013,2009-09-27,    0.0,0, 32.2,0, 14.7,0,  5.7,0,  6.4,0,  7.3,26,  6.4,0, 26.0,25, 11.9,26, 34.1,26,  6.6,26,  9.4,26, 5.8,26,""
33013,2009-09-28,    0.0,0, 32.0,0,  9.7,0,  5.9,0,  5.4,0,  7.2,26,  5.4,0, 26.4,25, 12.4,26, 49.1,26,  6.5,26,  9.2,26, 5.6,26,""
33013,2009-09-29,    0.0,0, 32.9,0, 12.9,0, 15.8,0,  5.8,0,  6.6,26,  5.8,0, 26.4,25, 31.6,26,100.0,26,  5.9,26,  7.6,26, 6.3,26,""
33013,2009-09-30,    0.0,0, 32.5,0, 15.5,0, 17.3,0,  7.4,0,  6.5,26,  7.4,0, 25.9,25, 35.4,26, 98.3,26,  5.8,26,  7.4,26, 6.4,26,""
33013,2009-10-01,    0.0,0, 32.7,0, 18.0,0, 13.0,0,  6.4,0,  7.1,26,  6.4,0, 26.8,25, 26.3,26, 63.0,26,  6.5,26,  8.6,26, 6.6,26,""
33013,2009-10-02,    0.0,0, 34.0,0, 16.0,0, 19.7,0,  6.2,0,  6.8,26,  6.2,0, 26.1,25, 37.0,26,100.0,26,  6.0,26,  7.5,26, 6.7,26,""
33013,2009-10-03,    0.0,0, 36.0,0, 19.5,0, 21.4,0,  6.0,0,  6.9,26,  6.0,0, 25.1,25, 36.0,26, 94.5,26,  6.3,26,  8.0,26, 6.8,26,""
33013,2009-10-04,    0.0,0, 34.7,0, 17.6,0,  9.5,0,  7.4,0,  7.5,26,  7.4,0, 26.6,25, 17.2,26, 47.2,26,  7.0,26,  9.6,26, 6.4,26,""
33013,2009-10-05,    0.0,0, 34.9,0, 13.5,0,  6.0,0,  7.6,0,  7.7,26,  7.6,0, 27.1,25, 10.7,26, 38.8,26,  7.2,26, 10.2,26, 6.1,26,""
33013,2009-10-06,    0.0,0, 33.8,0, 12.9,0, 19.4,0,  8.4,0,  6.5,26,  8.4,0, 24.6,25, 36.9,26,100.0,26,  5.6,26,  7.0,26, 6.0,26,""
33013,2009-10-07,    0.0,0, 31.0,0, 18.6,0, 20.3,0,  6.2,0,  6.0,26,  6.2,0, 22.5,25, 45.2,26, 94.8,26,  5.1,26,  6.4,26, 5.7,26,""
33013,2009-10-08,    0.0,0, 32.6,0, 17.0,0, 21.0,0,  5.8,0,  6.3,26,  5.8,0, 24.1,25, 42.7,26,100.0,26,  5.4,26,  6.7,26, 6.2,26,""
33013,2009-10-09,    0.0,0, 32.0,0, 14.6,0, 17.7,0,  5.6,0,  6.7,26,  5.6,0, 26.2,25, 37.2,26,100.0,26,  5.7,26,  7.2,26, 6.4,26,""
33013,2009-10-10,    0.0,0, 32.1,0, 14.5,0, 15.4,0,  5.4,0,  6.7,26,  5.4,0, 25.3,25, 32.2,26, 93.3,26,  5.9,26,  7.6,26, 6.0,26,""
33013,2009-10-11,    0.0,0, 32.0,0, 14.2,0, 16.8,0,  6.4,0,  6.5,26,  6.4,0, 24.3,25, 35.3,26,100.0,26,  5.6,26,  7.1,26, 5.8,26,""
33013,2009-10-12,    0.0,0, 33.3,0, 18.7,0, 18.2,0,  9.0,0,  6.9,26,  9.0,0, 26.4,25, 35.6,26, 84.4,26,  6.3,26,  7.9,26, 6.8,26,""
33013,2009-10-13,    0.0,0, 34.1,0, 18.5,0, 20.6,0,  8.0,0,  6.8,26,  8.0,0, 26.3,25, 38.5,26, 96.8,26,  6.2,26,  7.7,26, 6.9,26,""
33013,2009-10-14,    0.0,0, 36.3,0, 20.4,0, 22.5,0,  7.0,0,  6.8,26,  7.0,0, 24.3,25, 37.2,26, 93.9,26,  6.3,26,  8.0,26, 6.7,26,""
33013,2009-10-15,    0.0,0, 36.6,0, 15.4,0, 17.2,0,  7.8,0,  7.5,26,  7.8,0, 27.9,25, 28.0,26, 98.4,26,  6.9,26,  9.0,26, 7.1,26,""
33013,2009-10-16,    0.0,0, 35.8,0, 13.2,0, 12.3,0,  8.4,0,  7.5,26,  8.4,0, 27.5,25, 20.9,26, 81.1,26,  7.0,26,  9.5,26, 6.6,26,""
33013,2009-10-17,    0.0,0, 35.4,0, 14.1,0,  8.0,0,  7.2,0,  7.8,26,  7.2,0, 28.3,25, 13.9,26, 49.8,26,  7.4,26, 10.2,26, 6.6,26,""
33013,2009-10-18,    0.0,0, 33.4,0, 16.8,0, 19.9,0,  5.8,0,  6.6,26,  5.8,0, 24.8,25, 38.7,26,100.0,26,  5.8,26,  7.3,26, 6.3,26,""
33013,2009-10-19,    0.6,0, 31.4,0, 17.9,0, 19.3,0,  8.2,0,  6.3,26,  8.2,0, 24.2,25, 42.0,26, 94.2,26,  5.5,26,  6.9,26, 6.1,26,""
33013,2009-10-20,    0.0,0, 30.9,0, 18.1,0, 13.4,0,  7.0,0,  7.0,26,  7.0,0, 27.3,25, 30.0,26, 64.6,26,  6.4,26,  8.3,26, 6.6,26,""
33013,2009-10-21,    0.0,0, 31.6,0, 13.9,0, 14.6,0,  8.0,0,  6.9,26,  8.0,0, 27.3,25, 31.4,26, 92.0,26,  6.1,26,  7.8,26, 6.4,26,""
33013,2009-10-22,    0.0,0, 31.6,0, 14.1,0, 16.6,0,  7.8,0,  6.9,26,  7.8,0, 27.8,25, 35.7,26,100.0,26,  6.0,26,  7.5,26, 6.7,26,""
33013,2009-10-23,    0.0,0, 31.4,0, 13.9,0, 17.3,0,  7.6,0,  6.6,26,  7.6,0, 26.2,25, 37.6,26,100.0,26,  5.7,26,  7.1,26, 6.3,26,""
33013,2009-10-24,    0.0,0, 34.0,0, 14.6,0, 17.7,0,  8.2,0,  7.2,26,  8.2,0, 28.4,25, 33.3,26,100.0,26,  6.5,26,  8.2,26, 7.1,26,""
33013,2009-10-25,    0.0,0, 35.0,0, 14.7,0, 20.3,0,  8.6,0,  7.0,26,  8.6,0, 27.2,25, 36.1,26,100.0,26,  6.3,26,  7.8,26, 6.9,26,""
33013,2009-10-26,    0.0,0, 35.6,0, 19.1,0, 17.6,0,  8.2,0,  7.3,26,  8.2,0, 27.4,25, 30.3,26, 79.6,26,  6.9,26,  8.9,26, 7.2,26,""
33013,2009-10-27,    0.0,0, 31.2,0, 19.4,0, 20.4,0,  6.4,0,  5.4,26,  6.4,0, 17.7,25, 44.9,26, 90.6,26,  4.7,26,  6.0,26, 4.8,26,""
33013,2009-10-28,    0.0,0, 31.9,0, 19.7,0, 20.0,0,  7.4,0,  5.7,26,  7.4,0, 19.5,25, 42.3,26, 87.2,26,  5.1,26,  6.5,26, 5.2,26,""
33013,2009-10-29,    0.0,0, 31.2,0, 21.1,0, 19.1,0,  8.0,0,  5.7,26,  8.0,0, 19.0,25, 42.0,26, 76.4,26,  5.1,26,  6.6,26, 5.2,26,""
33013,2009-10-30,    0.0,0, 31.2,0, 17.8,0, 18.8,0,  6.2,0,  6.3,26,  6.2,0, 24.0,25, 41.4,26, 92.3,26,  5.6,26,  6.9,26, 6.0,26,""
33013,2009-10-31,    0.0,0, 30.4,0, 16.2,0, 18.8,0,  6.4,0,  6.1,26,  6.4,0, 23.1,25, 43.3,26,100.0,26,  5.2,26,  6.4,26, 5.7,26,""
33013,2009-11-01,    0.0,0, 32.4,0, 15.5,0, 17.8,0,  7.0,0,  6.8,26,  7.0,0, 24.9,25, 36.6,26,100.0,26,  5.8,26,  7.3,26, 6.1,26,""
33013,2009-11-02,    0.0,0, 32.0,0, 16.0,0, 16.4,0,  7.2,0,  7.3,26,  7.2,0, 27.6,25, 34.5,26, 90.3,26,  6.3,26,  7.9,26, 6.7,26,""
33013,2009-11-03,    0.0,0, 32.9,0, 13.3,0, 15.6,0,  7.8,0,  7.6,26,  7.8,0, 28.6,25, 31.2,26,100.0,26,  6.4,26,  8.2,26, 6.8,26,""
33013,2009-11-04,    0.0,0, 34.0,0, 12.8,0, 16.4,0,  8.2,0,  7.8,26,  8.2,0, 28.7,25, 30.8,26,100.0,26,  6.6,26,  8.3,26, 6.9,26,""
33013,2009-11-05,    0.0,0, 35.0,0, 15.0,0, 19.0,0,  7.4,0,  7.5,26,  7.4,0, 26.9,25, 33.8,26,100.0,26,  6.4,26,  8.1,26, 6.8,26,""
33013,2009-11-06,    0.0,0, 32.6,0, 16.8,0, 19.5,0,  6.4,0,  6.8,26,  6.4,0, 25.1,25, 39.6,26,100.0,26,  5.8,26,  7.2,26, 6.3,26,""
33013,2009-11-07,    0.0,0, 32.5,0, 19.2,0, 21.6,0,  7.0,0,  5.7,26,  7.0,0, 18.5,25, 44.2,26, 97.1,26,  4.9,26,  6.2,26, 5.1,26,""
33013,2009-11-08,    0.0,0, 32.1,0, 18.7,0, 21.4,0,  5.2,0,  6.0,26,  5.2,0, 21.0,25, 44.8,26, 99.3,26,  5.1,26,  6.4,26, 5.6,26,""
33013,2009-11-09,    0.0,0, 31.2,0, 20.8,0, 21.8,0,  4.8,0,  4.8,26,  4.8,0, 13.8,25, 48.0,26, 88.8,26,  4.1,26,  5.4,26, 4.2,26,""
33013,2009-11-10,    0.8,0, 26.0,0, 18.0,0, 21.4,0, 11.0,0,  3.8,26, 11.0,0, 12.2,25, 63.7,26,100.0,26,  2.9,26,  3.5,26, 3.5,26,""
33013,2009-11-11,    6.6,0, 30.0,0, 18.0,0, 20.5,0,  6.4,0,  4.6,26,  6.4,0, 13.7,25, 48.3,26, 99.4,26,  3.8,26,  4.9,26, 3.9,26,""
33013,2009-11-12,    1.4,0, 31.0,0, 16.6,0, 19.6,0,  6.0,0,  6.1,26,  6.0,0, 22.1,25, 43.6,26,100.0,26,  5.1,26,  6.3,26, 5.6,26,""
33013,2009-11-13,    0.0,0, 34.0,0, 15.7,0, 19.1,0,  8.0,0,  7.4,26,  8.0,0, 27.5,25, 35.9,26,100.0,26,  6.4,26,  7.9,26, 6.9,26,""
33013,2009-11-14,    0.0,0, 33.7,0, 15.6,0, 19.5,0,  6.0,0,  7.1,26,  6.0,0, 26.2,25, 37.3,26,100.0,26,  6.1,26,  7.6,26, 6.6,26,""
33013,2009-11-15,    0.0,0, 33.3,0, 16.5,0, 22.8,0,  6.2,0,  6.9,26,  6.2,0, 27.0,25, 44.6,26,100.0,26,  5.9,26,  7.0,26, 7.0,26,""
33013,2009-11-16,    0.0,0, 35.8,0, 16.4,0, 21.8,0,  7.2,0,  7.7,26,  7.2,0, 28.3,25, 37.1,26,100.0,26,  6.7,26,  8.2,26, 7.4,26,""
33013,2009-11-17,    0.0,0, 36.6,0, 18.1,0, 21.3,0,  8.0,0,  7.9,26,  8.0,0, 28.3,25, 34.7,26,100.0,26,  7.0,26,  8.7,26, 7.6,26,""
33013,2009-11-18,    0.0,0, 37.0,0, 18.4,0, 23.4,0,  7.4,0,  7.9,26,  7.4,0, 28.8,25, 37.3,26,100.0,26,  7.0,26,  8.6,26, 7.9,26,""
33013,2009-11-19,    0.0,0, 36.0,0, 18.4,0, 22.2,0,  7.6,0,  7.8,26,  7.6,0, 29.1,25, 37.4,26,100.0,26,  6.9,26,  8.5,26, 7.8,26,""
33013,2009-11-20,    0.0,0, 36.0,0, 19.4,0, 25.2,0,  7.6,0,  7.3,26,  7.6,0, 27.1,25, 42.4,26,100.0,26,  6.5,26,  7.8,26, 7.5,26,""
33013,2009-11-21,    0.0,0, 36.0,0, 20.0,0, 24.6,0,  7.6,0,  7.5,26,  7.6,0, 27.8,25, 41.4,26,100.0,26,  6.7,26,  8.1,26, 7.7,26,""
33013,2009-11-22,    0.0,0, 36.1,0, 18.6,0, 24.0,0,  9.0,0,  7.6,26,  9.0,0, 28.2,25, 40.2,26,100.0,26,  6.7,26,  8.1,26, 7.7,26,""
33013,2009-11-23,    0.0,0, 35.0,0, 22.1,0, 24.3,0,  7.8,0,  7.3,26,  7.8,0, 27.0,25, 43.2,26, 91.4,26,  6.6,26,  8.0,26, 7.5,26,""
33013,2009-11-24,    0.0,0, 33.9,0, 20.2,0, 21.8,0,  8.0,0,  7.0,26,  8.0,0, 25.6,25, 41.2,26, 92.1,26,  6.2,26,  7.7,26, 6.9,26,""
33013,2009-11-25,    0.0,0, 34.1,0, 21.2,0, 22.2,0,  9.0,0,  7.0,26,  9.0,0, 25.0,25, 41.5,26, 88.2,26,  6.2,26,  7.7,26, 6.8,26,""
33013,2009-11-26,    0.0,0, 36.6,0, 20.9,0, 22.7,0,  9.8,0,  7.5,26,  9.8,0, 25.5,25, 37.0,26, 91.9,26,  6.7,26,  8.4,26, 7.1,26,""
33013,2009-11-27,    0.0,0, 36.1,0, 20.5,0, 23.4,0,  7.0,0,  6.9,26,  7.0,0, 22.9,25, 39.2,26, 97.1,26,  6.1,26,  7.7,26, 6.5,26,""
33013,2009-11-28,    0.0,0, 37.9,0, 21.5,0, 21.8,0,  8.2,0,  7.9,26,  8.2,0, 26.2,25, 33.1,26, 85.0,26,  7.1,26,  9.1,26, 7.4,26,""
33013,2009-11-29,    0.0,0, 38.2,0, 22.5,0, 23.4,0,  8.2,0,  7.9,26,  8.2,0, 26.2,25, 34.9,26, 85.9,26,  7.1,26,  9.0,26, 7.5,26,""
33013,2009-11-30,    1.0,0, 38.3,0, 20.9,0, 26.4,0,  8.4,0,  8.1,26,  8.4,0, 29.1,25, 39.2,26,100.0,26,  7.3,26,  8.9,26, 8.4,26,""
33013,2009-12-01,    0.0,0, 38.3,0, 20.9,0, 20.8,0,  8.6,0,  9.1,26,  8.6,0, 29.9,25, 30.9,26, 84.2,26,  7.8,26,  9.8,26, 8.3,26,""
33013,2009-12-02,    0.0,0, 37.5,0, 23.7,0, 26.1,0,  9.4,0,  8.0,26,  9.4,0, 27.2,25, 40.5,26, 89.1,26,  7.1,26,  8.7,26, 8.0,26,""
33013,2009-12-03,    0.0,0, 36.0,0, 23.8,0, 20.8,0,  7.4,0,  8.0,26,  7.4,0, 25.4,25, 35.0,26, 70.6,26,  6.9,26,  8.8,26, 7.1,26,""
33013,2009-12-04,    0.0,0, 35.5,0, 23.3,0, 20.9,0,  7.6,0,  7.7,26,  7.6,0, 24.7,25, 36.2,26, 73.1,26,  6.7,26,  8.5,26, 6.9,26,""
33013,2009-12-05,    0.0,0, 36.6,0, 17.3,0, 19.5,0,  9.2,0,  8.6,26,  9.2,0, 29.6,25, 31.8,26, 98.8,26,  7.3,26,  9.2,26, 7.7,26,""
33013,2009-12-06,    0.0,0, 36.5,0, 14.3,0, 18.0,0,  8.2,0,  8.4,26,  8.2,0, 27.9,25, 29.5,26,100.0,26,  7.0,26,  8.9,26, 7.0,26,""
33013,2009-12-07,    0.0,0, 37.0,0, 20.4,0, 20.8,0,  9.2,0,  8.6,26,  9.2,0, 29.2,25, 33.1,26, 86.8,26,  7.4,26,  9.3,26, 7.9,26,""
33013,2009-12-08,    0.0,0, 37.3,0, 17.9,0, 19.6,0, 10.4,0,  8.7,26, 10.4,0, 29.2,25, 30.7,26, 95.6,26,  7.4,26,  9.4,26, 7.7,26,""
33013,2009-12-09,    0.0,0, 38.0,0, 18.0,0, 18.9,0, 10.2,0,  9.1,26, 10.2,0, 29.8,25, 28.5,26, 91.6,26,  7.7,26,  9.8,26, 7.9,26,""
33013,2009-12-10,    0.0,0, 37.4,0, 23.5,0, 23.2,0,  8.2,0,  8.4,26,  8.2,0, 27.7,25, 36.2,26, 80.2,26,  7.3,26,  9.2,26, 7.9,26,""
33013,2009-12-11,    0.0,0, 37.4,0, 22.9,0, 24.3,0,  8.2,0,  8.0,26,  8.2,0, 26.0,25, 37.9,26, 87.1,26,  6.9,26,  8.7,26, 7.5,26,""
33013,2009-12-12,    0.0,0, 37.5,0, 20.6,0, 21.7,0,  9.2,0,  8.4,26,  9.2,0, 27.5,25, 33.6,26, 89.5,26,  7.2,26,  9.1,26, 7.6,26,""
33013,2009-12-13,    0.0,0, 35.6,0, 20.0,0, 21.4,0,  7.8,0,  7.8,26,  7.8,0, 26.9,25, 36.8,26, 91.6,26,  6.8,26,  8.4,26, 7.3,26,""
33013,2009-12-14,    0.0,0, 35.5,0, 19.9,0, 20.9,0,  7.0,0,  7.3,26,  7.0,0, 22.7,25, 36.2,26, 90.0,26,  6.2,26,  7.9,26, 6.2,26,""
33013,2009-12-15,    0.0,0, 33.6,0, 23.4,0, 21.0,0,  7.2,0,  6.4,26,  7.2,0, 18.4,25, 40.4,26, 73.0,26,  5.5,26,  7.1,26, 5.4,26,""
33013,2009-12-16,    0.0,0, 34.1,0, 21.3,0, 21.7,0,  9.0,0,  7.4,26,  9.0,0, 26.3,25, 40.6,26, 85.7,26,  6.5,26,  8.0,26, 7.1,26,""
33013,2009-12-17,    0.0,0, 34.6,0, 20.3,0, 18.5,0,  8.6,0,  7.8,26,  8.6,0, 26.3,25, 33.6,26, 77.7,26,  6.7,26,  8.6,26, 6.9,26,""
33013,2009-12-18,    0.0,0, 36.2,0, 18.2,0, 20.4,0,  7.8,0,  8.0,26,  7.8,0, 26.4,25, 34.0,26, 97.7,26,  6.7,26,  8.5,26, 7.0,26,""
33013,2009-12-19,    0.0,0, 36.0,0, 21.1,0, 23.8,0,  7.8,0,  7.3,26,  7.8,0, 23.8,25, 40.1,26, 95.2,26,  6.3,26,  7.8,26, 6.7,26,""
33013,2009-12-20,    0.0,0, 36.0,0, 23.3,0, 23.8,0,  7.0,0,  7.0,26,  7.0,0, 20.8,25, 40.1,26, 83.2,26,  6.0,26,  7.6,26, 6.2,26,""
33013,2009-12-21,    0.0,0, 35.9,0, 24.0,0, 23.8,0,  6.2,0,  7.3,26,  6.2,0, 22.7,25, 40.3,26, 79.8,26,  6.3,26,  8.0,26, 6.7,26,""
33013,2009-12-22,    0.0,0, 36.0,0, 22.3,0, 25.0,0,  6.6,0,  7.2,26,  6.6,0, 23.8,25, 42.1,26, 92.9,26,  6.3,26,  7.7,26, 6.9,26,""
33013,2009-12-23,    3.8,0, 37.4,0, 21.4,0, 25.6,0,  6.8,0,  7.8,26,  6.8,0, 25.8,25, 39.9,26,100.0,26,  6.7,26,  8.3,26, 7.4,26,""
33013,2009-12-24,    0.0,0, 36.5,0, 23.0,0, 27.6,0,  6.4,0,  7.2,26,  6.4,0, 24.7,25, 45.2,26, 98.3,26,  6.3,26,  7.7,26, 7.3,26,""
33013,2009-12-25,    0.0,0, 34.2,0, 22.0,0, 23.2,0,  7.0,0,  6.4,26,  7.0,0, 19.5,25, 43.1,26, 87.8,26,  5.4,26,  6.9,26, 5.7,26,""
33013,2009-12-26,    0.0,0, 37.4,0, 23.3,0, 22.8,0,  8.2,0,  7.8,26,  8.2,0, 23.4,25, 35.5,26, 79.7,26,  6.7,26,  8.5,26, 6.9,26,""
33013,2009-12-27,    0.0,0, 37.2,0, 23.0,0, 24.9,0,  8.0,0,  7.5,26,  8.0,0, 22.8,25, 39.2,26, 88.7,26,  6.4,26,  8.0,26, 6.8,26,""
33013,2009-12-28,    0.0,0, 35.0,0, 23.3,0, 24.1,0,  7.0,0,  6.8,26,  7.0,0, 21.7,25, 42.9,26, 84.3,26,  5.9,26,  7.4,26, 6.4,26,""
33013,2009-12-29,    0.0,0, 36.0,0, 22.2,0, 25.3,0,  3.8,0,  6.7,26,  3.8,0, 20.6,25, 42.6,26, 94.6,26,  5.7,26,  7.2,26, 6.2,26,""
33013,2009-12-30,    0.4,0, 34.4,0, 23.2,0, 26.6,0,  6.8,0,  5.6,26,  6.8,0, 16.3,25, 48.9,26, 93.6,26,  4.7,26,  6.0,26, 5.3,26,""
33013,2009-12-31,    0.0,0, 30.2,0, 24.2,0, 25.5,0,  5.4,0,  3.7,26,  5.4,0,  7.5,25, 59.4,26, 84.5,26,  2.9,26,  3.9,26, 2.6,26,""
33013,2010-01-01,    0.0,0, 30.1,0, 23.2,0, 25.5,0,  4.0,0,  3.7,26,  4.0,0,  7.6,25, 59.8,26, 89.7,26,  2.8,26,  3.8,26, 2.6,26,""
33013,2010-01-02,    5.0,0, 32.6,0, 23.6,0, 26.4,0,  4.8,0,  5.2,26,  4.8,0, 14.9,25, 53.7,26, 90.7,26,  4.3,26,  5.4,26, 4.8,26,""
